title,category,author,price_gbp,price_raw,rating,availability,upc,num_reviews,description_short,url,scraped_at
One for the Money (Stephanie Plum #1),Default,,32.87,£32.87,2,In stock (3 available),3250650a5c4e6f07,0,Product Description,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,2026-03-31T13:45:12.229947+00:00
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,,40.17,£40.17,1,In stock (3 available),cb65e49993db9a93,0,Product Description,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,2026-03-31T13:45:15.522486+00:00
Night (The Night Trilogy #1),Nonfiction,,13.51,£13.51,1,In stock (3 available),c4d9fce9eff3b8ba,0,Product Description,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,2026-03-31T13:45:17.071557+00:00
Neither Here nor There: Travels in Europe,Travel,,38.95,£38.95,3,In stock (3 available),747cf7fca2ccdbd4,0,Product Description,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,2026-03-31T13:45:18.795039+00:00
Naked,Humor,,31.69,£31.69,3,In stock (3 available),54aeeb4610d3ae08,0,Product Description,https://books.toscrape.com/catalogue/naked_197/index.html,2026-03-31T13:45:20.399917+00:00
Morning Star (Red Rising #3),Default,,29.4,£29.40,1,In stock (3 available),7ce5a92baabb6bc0,0,Product Description,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,2026-03-31T13:45:21.938391+00:00
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,,57.83,£57.83,1,In stock (3 available),7980fa06f2b704d8,0,Product Description,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,2026-03-31T13:45:23.494791+00:00
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,,55.46,£55.46,2,In stock (3 available),e9056f9b5a40a301,0,Product Description,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,2026-03-31T13:45:25.034218+00:00
Me Talk Pretty One Day,Autobiography,,57.6,£57.60,2,In stock (3 available),abc4a7ee16c21088,0,Product Description,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,2026-03-31T13:45:26.660753+00:00
Manuscript Found in Accra,Add a comment,,34.98,£34.98,2,In stock (3 available),546da23278482b0a,0,Product Description,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,2026-03-31T13:45:28.224550+00:00
Lust & Wonder,Autobiography,,11.87,£11.87,2,In stock (3 available),0dcadb06206abd3c,0,Product Description,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,2026-03-31T13:45:29.775311+00:00
Lila (Gilead #3),Fiction,,12.47,£12.47,3,In stock (3 available),4ef75307fb64e2ad,0,Product Description,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,2026-03-31T13:45:31.323745+00:00
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,,33.26,£33.26,2,In stock (3 available),4b3f4f151c99f472,0,Product Description,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,2026-03-31T13:45:32.853063+00:00
Life Without a Recipe,Autobiography,,59.04,£59.04,5,In stock (3 available),c53d9fefcda371e9,0,Product Description,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,2026-03-31T13:45:34.385120+00:00
Life After Life,Default,,26.13,£26.13,2,In stock (3 available),4ec53ff7e2263f32,0,Product Description,https://books.toscrape.com/catalogue/life-after-life_187/index.html,2026-03-31T13:45:35.930321+00:00
Letter to a Christian Nation,Nonfiction,,22.2,£22.20,1,In stock (3 available),1de75f05d57bfc10,0,Product Description,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,2026-03-31T13:45:37.478823+00:00
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,,45.11,£45.11,1,In stock (3 available),1246e4ffeb5ac4ea,0,Product Description,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,2026-03-31T13:45:39.063631+00:00
Legend (Legend #1),Young Adult,,43.69,£43.69,4,In stock (3 available),0ce8075fab4a2b5b,0,Product Description,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html,2026-03-31T13:45:40.619332+00:00
"Lean In: Women, Work, and the Will to Lead",Default,,25.02,£25.02,1,In stock (3 available),d5e1a9bfe22bbf9f,0,Product Description,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,2026-03-31T13:45:42.172232+00:00
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,,55.5,£55.50,5,In stock (3 available),190fbebbf798c31a,0,Product Description,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,2026-03-31T13:45:43.715635+00:00
Lady Renegades (Rebel Belle #3),Young Adult,,53.04,£53.04,5,In stock (3 available),16e843e6b853cc2f,0,Product Description,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,2026-03-31T13:45:45.279905+00:00
Jurassic Park (Jurassic Park #1),Fiction,,44.97,£44.97,1,In stock (3 available),a0dd11f6abc421ec,0,Product Description,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,2026-03-31T13:45:48.535731+00:00
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,,42.38,£42.38,1,In stock (3 available),d4a29356fc992879,0,Product Description,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,2026-03-31T13:45:50.080643+00:00
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,,20.11,£20.11,3,In stock (3 available),034829ffdd0a0aea,0,Product Description,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,2026-03-31T13:45:51.679362+00:00
Into the Wild,Nonfiction,,56.7,£56.70,5,In stock (3 available),a7c3f1010d64799a,0,Product Description,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,2026-03-31T13:45:53.229413+00:00
Inferno (Robert Langdon #4),Fiction,,41.0,£41.00,5,In stock (3 available),6c4646d90b60a56c,0,Product Description,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,2026-03-31T13:45:54.797042+00:00
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,,28.85,£28.85,3,In stock (3 available),d8292cd5f1aca291,0,Product Description,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,2026-03-31T13:45:56.344156+00:00
If I Run (If I Run #1),Christian Fiction,,49.97,£49.97,4,In stock (3 available),61569d12d4ae7161,0,Product Description,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,2026-03-31T13:45:57.950659+00:00
I've Got Your Number,Womens Fiction,,19.69,£19.69,1,In stock (3 available),6b32b561dab8036c,0,Product Description,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,2026-03-31T13:45:59.522145+00:00
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,,28.88,£28.88,2,In stock (3 available),8010c7c148057fd3,0,Product Description,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,2026-03-31T13:46:01.145355+00:00
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,,33.14,£33.14,3,In stock (3 available),6c4d17a46cac8787,0,Product Description,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,2026-03-31T13:46:02.740604+00:00
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,,43.7,£43.70,2,In stock (3 available),1812b8f5641287e3,0,Product Description,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,2026-03-31T13:46:04.323280+00:00
House of Leaves,Horror,,54.89,£54.89,1,In stock (3 available),557c03c284be1bf2,0,Product Description,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,2026-03-31T13:46:05.865073+00:00
Horrible Bear!,Childrens,,37.52,£37.52,2,In stock (3 available),cc1ac978a6835ef6,0,Product Description,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,2026-03-31T13:46:07.429421+00:00
Holidays on Ice,Humor,,51.07,£51.07,2,In stock (3 available),0cb4856be3694a57,0,Product Description,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,2026-03-31T13:46:09.058619+00:00
Heir to the Sky,Fantasy,,44.07,£44.07,4,In stock (3 available),b003f8bb02f76dc5,0,Product Description,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,2026-03-31T13:46:10.662418+00:00
Green Eggs and Ham (Beginner Books B-16),Childrens,,10.79,£10.79,4,In stock (3 available),621e2c310cec8d32,0,Product Description,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,2026-03-31T13:46:12.289962+00:00
"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,,42.72,£42.72,1,In stock (3 available),4f6985aca357ae09,0,Product Description,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,2026-03-31T13:46:13.852137+00:00
Gratitude,Nonfiction,,26.66,£26.66,5,In stock (3 available),c300cc9326592b65,0,Product Description,https://books.toscrape.com/catalogue/gratitude_163/index.html,2026-03-31T13:46:15.457966+00:00
Gone Girl,Default,,37.6,£37.60,5,In stock (3 available),d5c588b6f9c015e4,0,Product Description,https://books.toscrape.com/catalogue/gone-girl_162/index.html,2026-03-31T13:46:17.035589+00:00
Golden (Heart of Dread #3),Young Adult,,42.21,£42.21,4,In stock (3 available),984b3b6e7479b571,0,Product Description,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,2026-03-31T13:46:18.644923+00:00
Girl in the Blue Coat,Historical Fiction,,46.83,£46.83,2,In stock (3 available),41fc5dce044f16f5,0,Product Description,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,2026-03-31T13:46:22.017455+00:00
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,,45.17,£45.17,2,In stock (3 available),d5f5a122a593b580,0,Product Description,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,2026-03-31T13:46:23.625002+00:00
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,,51.22,£51.22,3,In stock (3 available),a9aa3ed5b316470b,0,Product Description,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,2026-03-31T13:46:25.288279+00:00
Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,,21.28,£21.28,4,In stock (3 available),2ed3a794a70aa85f,0,Product Description,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,2026-03-31T13:46:26.843012+00:00
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,,15.36,£15.36,5,In stock (3 available),ed813a848580ba50,0,Product Description,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,2026-03-31T13:46:28.473681+00:00
Fellside,Default,,38.62,£38.62,1,In stock (3 available),147019cae600694e,0,Product Description,https://books.toscrape.com/catalogue/fellside_155/index.html,2026-03-31T13:46:30.097821+00:00
Extreme Prey (Lucas Davenport #26),Mystery,,25.4,£25.40,3,In stock (3 available),588ba85ff11a3263,0,Product Description,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,2026-03-31T13:46:31.650497+00:00
Eragon (The Inheritance Cycle #1),Fantasy,,43.87,£43.87,3,In stock (3 available),b843f52a986a2914,0,Product Description,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,2026-03-31T13:46:33.183598+00:00
Eclipse (Twilight #3),Default,,18.74,£18.74,1,In stock (3 available),73f71f9556442117,0,Product Description,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,2026-03-31T13:46:34.745323+00:00
Dune (Dune #1),Science Fiction,,54.86,£54.86,1,In stock (3 available),36d5884d44484277,0,Product Description,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,2026-03-31T13:46:36.438229+00:00
Dracula,Default,,52.62,£52.62,3,In stock (3 available),a7ec599c1a547746,0,Product Description,https://books.toscrape.com/catalogue/dracula_150/index.html,2026-03-31T13:46:37.971320+00:00
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,,51.48,£51.48,1,In stock (3 available),98330e431e56a9ea,0,Product Description,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,2026-03-31T13:46:39.543045+00:00
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,,15.28,£15.28,5,In stock (3 available),81372abc86f65c79,0,Product Description,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,2026-03-31T13:46:41.060163+00:00
Dead Wake: The Last Crossing of the Lusitania,Default,,39.24,£39.24,5,In stock (3 available),04d858cdeeee0da4,0,Product Description,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,2026-03-31T13:46:42.617272+00:00
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,,17.81,£17.81,1,In stock (3 available),d234ddecef49ef4e,0,Product Description,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,2026-03-31T13:46:44.139959+00:00
Darkfever (Fever #1),Fantasy,,56.02,£56.02,1,In stock (3 available),468bd274ac084bb9,0,Product Description,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html,2026-03-31T13:46:45.757470+00:00
Dark Places,Default,,23.9,£23.90,5,In stock (3 available),66937c669c4da072,0,Product Description,https://books.toscrape.com/catalogue/dark-places_144/index.html,2026-03-31T13:46:47.375214+00:00
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,,49.13,£49.13,5,In stock (3 available),c9782ad2a0ed9331,0,Product Description,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,2026-03-31T13:46:48.954468+00:00
Counting Thyme,Childrens,,10.62,£10.62,1,In stock (3 available),157f693d9e600ccc,0,Product Description,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,2026-03-31T13:46:50.493904+00:00
Cosmos,Add a comment,,36.17,£36.17,2,In stock (3 available),dbe33cf29ef1623d,0,Product Description,https://books.toscrape.com/catalogue/cosmos_141/index.html,2026-03-31T13:46:52.056996+00:00
Civilization and Its Discontents,Psychology,,59.95,£59.95,2,In stock (3 available),396385e3de5d18c3,0,Product Description,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,2026-03-31T13:46:55.307023+00:00
Cinder (The Lunar Chronicles #1),Young Adult,,26.09,£26.09,1,In stock (3 available),7e9579921e5407cb,0,Product Description,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html,2026-03-31T13:46:56.846986+00:00
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,,37.35,£37.35,2,In stock (3 available),ef49db2aaa9bb547,0,Product Description,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,2026-03-31T13:46:58.371536+00:00
Career of Evil (Cormoran Strike #3),Mystery,,24.72,£24.72,2,In stock (3 available),b461cf238506c5b8,0,Product Description,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,2026-03-31T13:46:59.957139+00:00
Breaking Dawn (Twilight #4),Default,,35.28,£35.28,5,In stock (3 available),bbfc4a3b7b6c94a0,0,Product Description,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,2026-03-31T13:47:01.540785+00:00
Brave Enough,Nonfiction,,51.32,£51.32,5,In stock (3 available),fd2337c1b73b686e,0,Product Description,https://books.toscrape.com/catalogue/brave-enough_135/index.html,2026-03-31T13:47:03.079336+00:00
Boy Meets Boy,Young Adult,,21.12,£21.12,3,In stock (3 available),8e0bc2fe4e7d35b5,0,Product Description,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html,2026-03-31T13:47:04.650583+00:00
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,,27.35,£27.35,2,In stock (3 available),e256de8aa0c2115f,0,Product Description,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,2026-03-31T13:47:06.245565+00:00
Blink: The Power of Thinking Without Thinking,Nonfiction,,21.74,£21.74,5,In stock (3 available),0bbc48294707ba96,0,Product Description,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,2026-03-31T13:47:07.825779+00:00
Black Flags: The Rise of ISIS,Nonfiction,,40.87,£40.87,1,In stock (3 available),860318b8e244f39c,0,Product Description,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,2026-03-31T13:47:09.347078+00:00
"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,,49.31,£49.31,1,In stock (3 available),15f415d436888b2d,0,Product Description,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,2026-03-31T13:47:10.940400+00:00
Big Little Lies,Fiction,,22.11,£22.11,1,In stock (3 available),d3f9c4539c0caa64,0,Product Description,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,2026-03-31T13:47:12.553398+00:00
Between Shades of Gray,Historical Fiction,,20.79,£20.79,5,In stock (3 available),155e42df837ee5ff,0,Product Description,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html,2026-03-31T13:47:14.159392+00:00
Best of My Love (Fool's Gold #20),Romance,,27.41,£27.41,2,In stock (3 available),67dea6c75d6a1075,0,Product Description,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,2026-03-31T13:47:15.759232+00:00
Beowulf,Classics,,38.35,£38.35,2,In stock (3 available),3fb69f34e178d494,0,Product Description,https://books.toscrape.com/catalogue/beowulf_126/index.html,2026-03-31T13:47:17.369073+00:00
Beautiful Creatures (Caster Chronicles #1),Default,,21.55,£21.55,5,In stock (3 available),5439bae708bca198,0,Product Description,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,2026-03-31T13:47:18.950450+00:00
Awkward,Sequential Art,,38.02,£38.02,2,In stock (3 available),1d89a2aa9f6ce50f,0,Product Description,https://books.toscrape.com/catalogue/awkward_124/index.html,2026-03-31T13:47:20.536849+00:00
Ash,Fantasy,,22.06,£22.06,4,In stock (3 available),5d22e2a46604b6e7,0,Product Description,https://books.toscrape.com/catalogue/ash_123/index.html,2026-03-31T13:47:22.095660+00:00
Are We There Yet?,Childrens,,10.66,£10.66,3,In stock (3 available),ef9c4f2465513956,0,Product Description,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,2026-03-31T13:47:23.711336+00:00
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,,56.58,£56.58,1,In stock (3 available),da0349a87c8caa2f,0,Product Description,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,2026-03-31T13:47:25.330564+00:00
Annie on My Mind,Young Adult,,36.83,£36.83,5,In stock (3 available),7bf87402413c27ff,0,Product Description,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html,2026-03-31T13:47:28.611499+00:00
And Then There Were None,Classics,,35.01,£35.01,2,In stock (3 available),cfe350b20d23b02b,0,Product Description,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,2026-03-31T13:47:30.206841+00:00
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,,30.48,£30.48,4,In stock (3 available),bcee4f289ff6699c,0,Product Description,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,2026-03-31T13:47:31.777539+00:00
A Visit from the Goon Squad,Default,,14.08,£14.08,5,In stock (3 available),5dbd6ec4e154ad2f,0,Product Description,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,2026-03-31T13:47:33.332242+00:00
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,,31.22,£31.22,2,In stock (3 available),87beabf664115d79,0,Product Description,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,2026-03-31T13:47:34.901288+00:00
A Heartbreaking Work of Staggering Genius,Autobiography,,54.29,£54.29,5,In stock (3 available),c9770bb1d5a492a0,0,Product Description,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,2026-03-31T13:47:36.461098+00:00
8 Keys to Mental Health Through Exercise,Psychology,,31.04,£31.04,1,In stock (3 available),f5873c8fc7760000,0,Product Description,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,2026-03-31T13:47:38.011332+00:00
#GIRLBOSS,Add a comment,,50.96,£50.96,1,In stock (3 available),165affa7adb5eded,0,Product Description,https://books.toscrape.com/catalogue/girlboss_113/index.html,2026-03-31T13:47:39.654727+00:00
"The Suffragettes (Little Black Classics, #96)",Nonfiction,,11.89,£11.89,2,In stock (2 available),d2185b65af52d68c,0,Product Description,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,2026-03-31T13:47:41.222190+00:00
The Sense of an Ending,Add a comment,,31.38,£31.38,3,In stock (2 available),4130678275eb7c8c,0,Product Description,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html,2026-03-31T13:47:42.749886+00:00
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,,54.81,£54.81,1,In stock (2 available),276dc716b1da8899,0,Product Description,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,2026-03-31T13:47:44.380421+00:00
The Course of Love,Fiction,,16.78,£16.78,3,In stock (2 available),f3c76b53b239f511,0,Product Description,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,2026-03-31T13:47:45.985146+00:00
Sugar Rush (Offensive Line #2),Sports and Games,,24.42,£24.42,1,In stock (2 available),ce42e3de94226b2b,0,Product Description,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,2026-03-31T13:47:47.605210+00:00
"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,,11.75,£11.75,3,In stock (2 available),9189fd009df41d0e,0,Product Description,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,2026-03-31T13:47:49.159973+00:00
"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy,,20.02,£20.02,1,In stock (2 available),b0e479be03911916,0,Product Description,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,2026-03-31T13:47:50.725105+00:00
New Moon (Twilight #2),Young Adult,,12.86,£12.86,4,In stock (2 available),6fa3ea52c8e31e06,0,Product Description,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html,2026-03-31T13:47:52.278157+00:00
Life,Music,,31.58,£31.58,5,In stock (2 available),637e5a45062aa548,0,Product Description,https://books.toscrape.com/catalogue/life_104/index.html,2026-03-31T13:47:53.971688+00:00
Kindle Paperwhite User's Guide,Nonfiction,,34.0,£34.00,3,In stock (2 available),fb495f9f9015a772,0,Product Description,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,2026-03-31T13:47:55.530523+00:00
H is for Hawk,Nonfiction,,57.42,£57.42,5,In stock (2 available),b6d3f4f4ee1f6069,0,Product Description,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,2026-03-31T13:47:57.098319+00:00
Girl Online On Tour (Girl Online #2),Young Adult,,53.47,£53.47,1,In stock (2 available),97b8f130d32e9f4e,0,Product Description,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html,2026-03-31T13:47:58.652806+00:00
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,,11.64,£11.64,5,In stock (2 available),c0db71f6bb14db11,0,Product Description,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,2026-03-31T13:48:02.247805+00:00
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,,52.88,£52.88,4,In stock (2 available),d7b463918d3b8c39,0,Product Description,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,2026-03-31T13:48:03.814155+00:00
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,,18.51,£18.51,4,In stock (1 available),09d26b5f819c6a36,0,Product Description,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,2026-03-31T13:48:05.429694+00:00
While You Were Mine,Historical Fiction,,41.32,£41.32,5,In stock (1 available),8ceb5c6aed2c5f8b,0,Product Description,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html,2026-03-31T13:48:07.006664+00:00
Where Lightning Strikes (Bleeding Stars #3),Romance,,39.77,£39.77,3,In stock (1 available),def389ddfda6991b,0,Product Description,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,2026-03-31T13:48:08.620917+00:00
When I'm Gone,Fiction,,51.96,£51.96,3,In stock (1 available),c5f91eb481427dc5,0,Product Description,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,2026-03-31T13:48:10.214497+00:00
Ways of Seeing,Art,,39.51,£39.51,5,In stock (1 available),66a4e422b212726a,0,Product Description,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html,2026-03-31T13:48:11.812763+00:00
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,,15.4,£15.40,1,In stock (1 available),e7e87087b1a44711,0,Product Description,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,2026-03-31T13:48:14.072376+00:00
Vampire Girl (Vampire Girl #1),Fantasy,,53.82,£53.82,2,In stock (1 available),dab5e75d1339706a,0,Product Description,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,2026-03-31T13:48:15.677155+00:00
Twenty Love Poems and a Song of Despair,Poetry,,30.95,£30.95,4,In stock (1 available),e63c3f25338baf9a,0,Product Description,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html,2026-03-31T13:48:17.232396+00:00
Travels with Charley: In Search of America,Nonfiction,,57.82,£57.82,5,In stock (1 available),0268f149d014b389,0,Product Description,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,2026-03-31T13:48:18.885048+00:00
Three Wishes (River of Time: California #1),Science Fiction,,44.18,£44.18,2,In stock (1 available),460f97a346b44bac,0,Product Description,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,2026-03-31T13:48:20.547471+00:00
This One Moment (Pushing Limits #1),Romance,,48.71,£48.71,1,In stock (1 available),d6d98d3508c30f57,0,Product Description,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,2026-03-31T13:48:22.131608+00:00
The Zombie Room,Default,,19.69,£19.69,5,In stock (1 available),9c96cd1329fbd82d,0,Product Description,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,2026-03-31T13:48:23.680688+00:00
